company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country,icp_segments,source
Kolvan Corporation,https://www.linkedin.com/company/kolvancorporation,kolvan.com,IT Services and IT Consulting,Privately Held,51-200,24,2019,Lewisville,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Exo,https://www.linkedin.com/company/exo-imaging.com,exo.inc,Medical Device,Privately Held,51-200,172,2015,Redwood City,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
The Shams Group,https://www.linkedin.com/company/the-shams-group-tsg-,shamsgroup.com,IT Services and IT Consulting,Privately Held,51-200,118,1989,Irving,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Neuralogic,https://www.linkedin.com/company/neuralogicco,neuralogic.co,Software Development,Privately Held,51-200,96,-,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Muscle Foods USA,https://www.linkedin.com/company/muscle-foods-usa,musclefoodsusa.com,Wellness and Fitness Services,Privately Held,51-200,97,2009,Dunmore,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Intelliguard®,https://www.linkedin.com/company/intelliguardrfid,intelliguardhealth.com,Hospitals and Health Care,Privately Held,51-200,79,2006,Columbus,Ohio,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Cary Academy,https://www.linkedin.com/school/cary-academy,caryacademy.org,Primary and Secondary Education,Educational Institution,51-200,282,1996,Cary,North Carolina,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Batelle,https://www.linkedin.com/company/batelle,batelle.com,E-learning,Privately Held,51-200,65,2020,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Manifest MedEx,https://www.linkedin.com/company/manifest-medex,manifestmedex.org,Hospitals and Health Care,Nonprofit,51-200,72,2017,Riverside,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
ClinicGrower,https://www.linkedin.com/company/clinicgrower,clinicgrower.com,Advertising Services,Privately Held,51-200,41,2015,Tampa,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
MedTouch,https://www.linkedin.com/company/medtouch,medtouch.com,Advertising Services,Privately Held,51-200,13,2004,Somerville,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Electronic Caregiver,https://www.linkedin.com/company/electronic-caregiver,electroniccaregiver.com,Wellness and Fitness Services,Privately Held,201-500,197,2009,Las Cruces,New Mexico,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
AI Wellness,https://www.linkedin.com/company/aiwellness-,aiwellness.ai,Wellness and Fitness Services,Privately Held,201-500,30,2023,Las Vegas,Nevada,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Axis Technical Group,https://www.linkedin.com/company/axis-technical-group,axistechnical.com,IT Services and IT Consulting,Privately Held,51-200,106,2002,Anaheim,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
"Veridix, part of Emmes Group",https://www.linkedin.com/company/veridixai,veridixai.com,Software Development,Privately Held,51-200,43,-,Rockville,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
CoreFX Ingredients,https://www.linkedin.com/company/corefx-ingredients-llc,corefxingredients.com,Manufacturing,Privately Held,51-200,51,2016,Evanston,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
"Aretec, Inc.",https://www.linkedin.com/company/aretec-ai,aretec.ai,IT Services and IT Consulting,Privately Held,51-200,46,2005,Fairfax,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Radixsol,https://www.linkedin.com/company/radixsol,radixsol.com,Business Consulting and Services,Sole Proprietorship,51-200,58,2014,Folsom,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
REMEDY EDGE™ NY,https://www.linkedin.com/company/remedyedgeny,remedyedge.com,Advertising Services,Public Company,201-500,451,-,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Cancer Expert Now,https://www.linkedin.com/company/cancerexpertnow,cancerexpertnow.com,Hospitals and Health Care,Privately Held,51-200,18,2016,Morristown,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Chatmeter,https://www.linkedin.com/company/chatmeter,chatmeter.com,Software Development,Privately Held,51-200,80,2009,San Diego,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
mphrX,https://www.linkedin.com/company/mphrx-inc,mphrx.com,IT Services and IT Consulting,Privately Held,51-200,60,2011,Princeton,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
FIRMINIQ,https://www.linkedin.com/company/firminiq,firminiq.com,IT Services and IT Consulting,Privately Held,51-200,102,2018,Plano,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Kizen,https://www.linkedin.com/company/growwithkizen,kizen.com,Technology; Information and Internet,Privately Held,51-200,80,2018,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
SelfDecode,https://www.linkedin.com/company/selfdecode,selfdecode.com,Biotechnology Research,Privately Held,51-200,41,2016,-,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
DSFederal,https://www.linkedin.com/company/dsfederal,dsfederal.com,IT Services and IT Consulting,Privately Held,51-200,298,2007,Rockville,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Ascendo AI,https://www.linkedin.com/company/ascendoai,ascendo.ai,Software Development,Privately Held,51-200,27,2020,Palo Alto,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Datos Health,https://www.linkedin.com/company/datos-health,datos-health.com,Hospitals and Health Care,Privately Held,51-200,40,2015,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
PlanStreet,https://www.linkedin.com/company/planstreet,planstreet.com,Software Development,Privately Held,51-200,34,2017,Lexington,Kentucky,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Data.FI Project,https://www.linkedin.com/company/data-fi-project,thepalladiumgroup.com,Research Services,Public Company,51-200,22,-,Washington,District of Columbia,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Lango,https://www.linkedin.com/company/langomobile,lango.co,Software Development,Privately Held,51-200,90,-,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Axix Technologies (Pvt) Ltd,https://www.linkedin.com/company/axixtechnologies,axixtechnologies.com,IT Services and IT Consulting,Privately Held,51-200,24,2019,San Diego,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Sparta Science (acquired by ŌURA),https://www.linkedin.com/company/spartascience,spartascience.com,Software Development,Privately Held,51-200,11,-,Menlo Park,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
QyrusAI,https://www.linkedin.com/company/qyrus,qyrus.com,Software Development,Privately Held,201-500,211,-,Chicago,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Venturit,https://www.linkedin.com/company/venturit-inc-,venturit.com,Software Development,Privately Held,51-200,33,2009,East Lansing,Michigan,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Advata,https://www.linkedin.com/company/advata,advata.com,Software Development,Privately Held,51-200,16,2015,Bellevue,Washington,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
"Fletcher Spaght, Inc.",https://www.linkedin.com/company/fletcher-spaght,fletcherspaght.com,Business Consulting and Services,Privately Held,51-200,28,1983,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Parnell Veterinary Pharmaceuticals,https://www.linkedin.com/company/parnell,parnell.com,Pharmaceutical Manufacturing,Public Company,51-200,101,-,Overland Park,Kansas,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
CareLinx by Sharecare,https://www.linkedin.com/company/carelinx-by-sharecare,carelinx.com,Hospitals and Health Care,Public Company,51-200,531,2011,Atlanta,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Remedo,https://www.linkedin.com/company/remedo,remedoapp.com,"Health, Wellness and Fitness",Privately Held,51-200,101,2016,Fremont,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
GHRR (Now DISA Global Solutions),https://www.linkedin.com/company/global-hr-research,ghrr.com,Human Resources,Privately Held,201-500,177,2005,Fort Myers,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
AirStrip,https://www.linkedin.com/company/airstrip-technologies,airstrip.com,Hospitals and Health Care,Privately Held,51-200,163,2006,San Antonio,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
"Sumitovant Biopharma, Inc.",https://www.linkedin.com/company/sumitovant,sumitovant.com,Biotechnology Research,Privately Held,201-500,27,2019,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
LTS,https://www.linkedin.com/company/lts.com,lts.com,IT Services and IT Consulting,Privately Held,51-200,849,-,Herndon,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Radon Medical Imaging,https://www.linkedin.com/company/radonmedicalimaging,radonmedicalimaging.com,Medical Equipment Manufacturing,Privately Held,201-500,116,1999,Ona,West Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Virufy,https://www.linkedin.com/company/virufy,virufy.org,Software Development,Nonprofit,51-200,134,2020,San Francisco Bay Area,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
iWebServices,https://www.linkedin.com/company/iwebservices,i-webservices.com,IT Services and IT Consulting,Privately Held,51-200,67,2011,Layton,Utah,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
HIGHER DIGITAL Inc.,https://www.linkedin.com/company/higher-digital-inc,higher.digital,Higher Education,Privately Held,51-200,40,2017,Tysons,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
GBS Corp,https://www.linkedin.com/company/thegbscorp,gbscorp.com,Business Consulting and Services,Privately Held,201-500,793,1971,North Canton,Ohio,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Gulf Inject,https://www.linkedin.com/company/gulf-inject,gulfinject.com,Pharmaceutical Manufacturing,Partnership,51-200,71,-,-,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Medical Informatics Corp.,https://www.linkedin.com/company/medical-informatics-corp,sickbay.com,Hospitals and Health Care,Privately Held,51-200,116,2010,Houston,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Max HR Group,https://www.linkedin.com/company/maxhrgroupltd,maxhrgroup.com,IT Services and IT Consulting,Privately Held,201-500,12,2010,-,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Deutsche Gesellschaft für Digitale Medizin e.V.,https://www.linkedin.com/company/digitale-medizin,digitale-medizin.org,Research Services,Nonprofit,51-200,6,2020,-,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
"Spotlight, An Ascential Company",https://www.linkedin.com/company/spotlightanascentialcompany,spotlightecommerce.com,Advertising Services,Public Company,51-200,59,2019,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
AeroSafe Global,https://www.linkedin.com/company/aerosafe-global,aerosafeglobal.com,Pharmaceutical Manufacturing,Privately Held,201-500,148,-,Rochester,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Facttwin,https://www.linkedin.com/company/facttwin-automation,facttwin.com,Software Development,Privately Held,51-200,31,2020,San Francisco,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
iFax™,https://www.linkedin.com/company/ifax,ifaxapp.com,Technology; Information and Internet,Privately Held,51-200,32,2008,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Take2 AI,https://www.linkedin.com/company/take2ai,take2.ai,Software Development,Privately Held,51-200,28,2021,New York City,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Object CTalk Inc.,https://www.linkedin.com/company/object-ctalk-inc.,octalk.com,Information Technology and Services,Privately Held,51-200,23,1996,King of Prussia,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Kurrent,https://www.linkedin.com/company/kurrent-io,kurrent.io,Software Development,Privately Held,51-200,57,2012,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Leal Health,https://www.linkedin.com/company/lealhealth,leal.health,Hospitals and Health Care,Privately Held,51-200,19,2017,New York City Metropolitan Area,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Invene,https://www.linkedin.com/company/invene,invene.com,Software Development,Privately Held,51-200,22,2018,McKinney,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Onsite,https://www.linkedin.com/company/experienceonsite,onsiteworkshops.com,Mental Health Care,Privately Held,51-200,382,1978,Cumberland Furnace,Tennessee,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Yardstik,https://www.linkedin.com/company/yardstik,yardstik.com,Software Development,Privately Held,51-200,74,2020,Minneapolis,Minnesota,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Ultranauts Inc,https://www.linkedin.com/company/ultranauts,ultranauts.co,IT Services and IT Consulting,Privately Held,51-200,45,2013,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Artezio,https://www.linkedin.com/company/artezio,artezio.com,Software Development,Privately Held,201-500,230,2000,Princeton,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
inVerita,https://www.linkedin.com/company/inveritaofficial,inveritasoft.com,Software Development,Partnership,51-200,122,2015,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
Biotricity Inc.,https://www.linkedin.com/company/biotricity-measuring-vitals,biotricity.com,Medical Device,Public Company,51-200,54,2014,Redwood City,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
AscellaHealth,https://www.linkedin.com/company/ascellahealth,ascellahealth.com,Hospitals and Health Care,Partnership,51-200,96,2013,Berwyn,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
FIU School of Communication,https://www.linkedin.com/company/fiucommschool,fiu.edu,Higher Education,Educational Institution,201-500,-,-,North Miami,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections),Blitz API
