company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country,segment
Mount Sinai West,https://www.linkedin.com/company/mountsinaiwest,mountsinai.org,Hospitals and Health Care,Nonprofit,1001-5000,1044,1871,New York,New York,US,Sensor Bio - Clinical & Health Systems
Mon Health,https://www.linkedin.com/company/vandaliahealthmon,monhealth.com,Hospitals and Health Care,Nonprofit,1001-5000,1014,1943,Morgantown,West Virginia,US,Sensor Bio - Clinical & Health Systems
RestorixHealth,https://www.linkedin.com/company/restorixhealth,restorixhealth.com,Hospitals and Health Care,Privately Held,1001-5000,676,-,Metairie,Louisiana,US,Sensor Bio - Clinical & Health Systems
Ennoble Care,https://www.linkedin.com/company/ennoble-care,ennoblecare.com,Hospitals and Health Care,Privately Held,1001-5000,420,-,Hackensack,New Jersey,US,Sensor Bio - Clinical & Health Systems
Norman Regional Health System,https://www.linkedin.com/company/norman-regional-hospital,normanregional.com,Hospitals and Health Care,Nonprofit,1001-5000,1864,1946,Norman,Oklahoma,US,Sensor Bio - Clinical & Health Systems
YesCare,https://www.linkedin.com/company/yescarecorp,yescarecorp.com,Hospitals and Health Care,Privately Held,1001-5000,648,-,Brentwood,Tennessee,US,Sensor Bio - Clinical & Health Systems
Solera Senior Living,https://www.linkedin.com/company/solera-senior-living,soleraseniorliving.com,Hospitals and Health Care,Privately Held,1001-5000,164,2016,Denver,Colorado,US,Sensor Bio - Clinical & Health Systems
COSENTUS,https://www.linkedin.com/company/cosentus-llc,cosentus.com,Hospitals and Health Care,Privately Held,201-500,251,2000,Irvine,California,US,Sensor Bio - Clinical & Health Systems
Beverly Hospital,https://www.linkedin.com/company/beverly-hospital,beverlyhospital.org,Hospitals and Health Care,Nonprofit,501-1000,1468,-,Beverly,Massachusetts,US,Sensor Bio - Clinical & Health Systems
Seniorlink & Caregiver Homes,https://www.linkedin.com/company/seniorlink,careforth.com,Hospitals and Health Care,Privately Held,501-1000,1353,2000,Boston,Massachusetts,US,Sensor Bio - Clinical & Health Systems
Mosaic Life Care,https://www.linkedin.com/company/mosaic-life-care,mymlc.com,Hospitals and Health Care,Nonprofit,1001-5000,1965,2012,St Joseph,Missouri,US,Sensor Bio - Clinical & Health Systems
